user_id,status,preferred_genres,preferred_artists,preferred_moods,preferred_tempo,recent_listening_level,recent_discovery_level,repeat_listening_ratio,new_artist_acceptance,personalization_strength,discovery_readiness,new_release_affinity
user_278,success,"pop, rnb, ballad","artist_y, artist_h",,slow,high,high,0.23,0.9,low,high,medium
user_279,success,"pop, dance, ballad","artist_x, artist_s",,fast,low,medium,0.03,0.86,low,medium,medium
user_280,success,"rnb, dance, indie, acoustic","artist_g, artist_t",bright,fast,high,high,0.25,0.63,medium,medium,medium
user_281,success,,"artist_a, artist_v","calm, bright",slow,low,high,0.17,0.2,high,medium,medium
user_282,success,"dance, rnb, indie, pop",artist_n,,fast,low,high,0.71,0.63,high,high,high
user_283,success,"pop, ballad, dance, acoustic","artist_p, artist_g",bright,fast,medium,medium,0.79,0.64,low,low,medium
user_284,success,"rnb, indie, ballad",,"soft, bright",slow,low,high,0.44,0.92,low,high,medium
user_285,success,"dance, ballad","artist_i, artist_k, artist_s",night,slow,low,medium,0.16,0.77,medium,medium,low
user_286,success,"ballad, acoustic, pop","artist_b, artist_x, artist_p","energetic, soft, calm",fast,medium,medium,0.09,0.22,low,high,high
user_287,success,"acoustic, indie, rnb","artist_v, artist_b","soft, energetic",medium,medium,low,0.78,0.68,medium,medium,medium
user_288,success,,,"soft, energetic, calm",slow,medium,medium,0.65,0.72,low,medium,high
user_289,success,,artist_m,"night, energetic",slow,low,high,0.13,0.96,low,medium,high
user_290,success,,"artist_c, artist_o, artist_y",,medium,medium,low,0.02,0.63,high,low,high
user_291,success,"pop, acoustic, dance, indie",artist_i,"calm, bright",medium,low,low,0.65,0.87,high,medium,medium
user_292,success,ballad,"artist_t, artist_i",bright,medium,medium,medium,0.65,0.29,medium,low,low
user_293,success,acoustic,,"calm, energetic",slow,low,low,0.61,0.92,high,medium,medium
user_294,success,acoustic,"artist_e, artist_u",,medium,medium,low,0.53,0.93,medium,high,medium
user_295,success,pop,,"bright, calm",fast,low,medium,0.24,0.74,low,medium,high
user_296,success,"acoustic, rnb, dance","artist_r, artist_f","night, energetic",slow,high,medium,0.2,0.62,high,low,medium
user_297,success,,,night,fast,low,low,0.33,0.04,high,low,low
user_298,success,,artist_n,"bright, soft, energetic",fast,low,low,0.26,0.83,high,low,medium
user_299,success,"pop, acoustic",,"bright, energetic, soft",medium,high,high,0.67,0.72,low,high,low
user_300,success,,,,fast,high,low,0.18,0.27,high,low,high
user_301,success,"indie, dance",artist_i,"night, calm",fast,low,high,0.7,0.22,high,medium,high
user_302,success,"acoustic, rnb, pop, ballad","artist_x, artist_c, artist_j","soft, calm, night",fast,high,medium,0.9,0.86,low,low,medium
user_303,success,"pop, acoustic",artist_h,calm,fast,high,high,0.56,0.08,medium,medium,low
user_304,success,acoustic,,"energetic, soft, bright",slow,medium,low,0.6,0.73,high,high,low
user_305,success,"pop, indie, ballad","artist_j, artist_t, artist_p",,slow,medium,high,0.1,0.37,low,high,medium
user_306,success,,artist_b,calm,slow,high,low,0.29,0.44,medium,low,high
user_307,success,"acoustic, rnb, indie, pop",artist_u,soft,slow,low,medium,0.29,0.7,high,low,high
user_308,success,indie,"artist_r, artist_q, artist_f","calm, night, soft",slow,high,high,0.6,0.28,high,medium,medium
user_309,success,"rnb, acoustic",,"night, bright",medium,low,medium,0.35,0.64,high,low,high
user_310,success,"acoustic, ballad, dance","artist_t, artist_w, artist_r",bright,slow,medium,medium,0.28,0.12,low,low,high
user_311,success,"rnb, acoustic, dance","artist_t, artist_r, artist_i","night, energetic",fast,low,low,0.77,0.22,high,medium,high
user_312,success,"pop, indie, rnb, dance",,"energetic, night, calm",fast,low,high,0.88,0.23,high,medium,high
user_313,success,"rnb, acoustic, indie",,bright,medium,high,low,0.44,0.34,medium,low,low
user_314,success,rnb,"artist_h, artist_m, artist_t",night,slow,low,high,0.9,0.71,medium,medium,high
user_315,success,"ballad, indie, rnb","artist_e, artist_w, artist_t",calm,medium,medium,medium,0.73,0.58,high,high,high
user_316,success,,"artist_l, artist_i","calm, bright, soft",slow,high,low,0.18,0.64,high,high,medium
user_317,success,,artist_z,"calm, night, energetic",medium,high,high,0.15,0.36,low,high,low
user_318,success,"ballad, pop, rnb","artist_j, artist_d",,fast,high,medium,0.89,0.78,low,high,high
user_319,success,"ballad, indie",,calm,fast,low,high,0.16,0.84,medium,low,medium
user_320,success,"indie, pop",,"calm, energetic, soft",medium,high,medium,0.88,0.22,medium,high,medium
user_321,success,indie,artist_v,"night, calm, energetic",medium,high,high,0.34,0.94,medium,high,medium
user_322,success,,artist_s,"bright, night, soft",medium,high,low,0.84,0.63,high,high,medium
user_323,success,dance,,"soft, energetic",slow,high,high,0.88,0.87,low,medium,low
user_324,success,"indie, rnb, acoustic, pop","artist_o, artist_k","soft, calm, bright",medium,low,medium,0.37,0.39,high,low,high
user_325,success,"acoustic, pop, rnb","artist_w, artist_n",,slow,high,medium,0.44,0.31,medium,medium,low
user_326,success,"rnb, ballad, acoustic, indie",,"calm, bright, soft",slow,low,medium,0.69,0.52,low,low,medium
user_327,success,"rnb, indie",,"night, energetic",medium,medium,high,0.41,0.64,medium,medium,low
user_328,success,dance,,,slow,medium,low,0.22,0.14,medium,low,high
user_329,success,dance,"artist_v, artist_n",energetic,slow,medium,medium,0.99,0.7,medium,medium,low
user_330,success,"indie, acoustic","artist_j, artist_n",energetic,medium,low,medium,0.78,0.01,low,medium,high
user_331,success,"pop, dance, rnb, acoustic",artist_n,"energetic, bright",fast,low,high,0.81,0.2,low,high,low
user_332,success,"pop, indie, acoustic, rnb",artist_a,"calm, soft",fast,low,high,0.6,0.61,high,medium,low
user_333,success,"pop, rnb, dance",artist_z,,fast,high,high,0.96,0.01,medium,low,low
user_334,success,pop,"artist_c, artist_r, artist_i",bright,slow,high,high,0.1,0.31,high,low,high
user_335,success,"pop, dance, acoustic, rnb",artist_k,,slow,high,medium,0.51,0.47,medium,medium,low
user_336,success,ballad,artist_f,"soft, bright, calm",slow,low,high,0.37,0.7,medium,high,high
user_337,success,"dance, indie, pop, rnb",artist_h,calm,slow,low,medium,0.38,0.74,high,medium,high
user_338,success,,"artist_l, artist_j, artist_c","soft, night, calm",medium,medium,medium,0.81,0.6,medium,high,high
user_339,success,"ballad, indie, pop","artist_j, artist_b, artist_f",,medium,low,high,0.57,0.92,high,high,low
user_340,success,rnb,,"soft, calm, night",slow,low,low,0.29,0.33,medium,medium,high
user_341,success,"rnb, indie, pop","artist_h, artist_q","soft, energetic",slow,medium,high,0.95,0.84,medium,low,medium
user_342,success,,"artist_x, artist_k, artist_a","calm, soft, night",slow,low,low,0.58,0.54,low,medium,high
user_343,success,"pop, indie, acoustic","artist_h, artist_o, artist_d","night, energetic, soft",slow,high,low,0.85,0.5,high,low,high
user_344,success,pop,"artist_s, artist_y",,medium,low,high,0.92,0.78,medium,low,low
user_345,success,"indie, pop, dance, ballad","artist_v, artist_r",,slow,medium,low,0.8,0.59,high,medium,medium
user_346,success,"pop, dance, acoustic, rnb",,"soft, night",medium,high,high,0.74,0.74,high,high,low
user_347,success,acoustic,,bright,slow,medium,medium,0.99,0.39,low,high,high
user_348,success,,artist_z,"calm, soft, bright",medium,medium,low,0.28,0.55,high,high,low
user_349,success,"pop, dance","artist_u, artist_e, artist_w","calm, night",slow,low,high,0.56,0.88,low,high,medium
user_350,success,"acoustic, ballad",,"bright, soft",fast,low,high,0.51,0.25,high,medium,high
user_351,success,"indie, dance, rnb","artist_k, artist_r",,fast,high,medium,0.37,0.62,low,low,medium
user_352,success,"rnb, dance, indie, ballad","artist_a, artist_g","calm, bright, soft",slow,low,high,0.9,1,medium,low,high
user_353,success,"dance, rnb, pop",,,medium,medium,low,0.93,0.67,medium,low,medium
user_354,success,"rnb, acoustic","artist_d, artist_t",calm,slow,medium,low,0.6,0.75,low,high,high
user_355,success,pop,artist_u,"night, energetic, bright",medium,low,low,0.9,0.53,high,high,medium
user_356,success,,"artist_u, artist_k","soft, night, energetic",medium,high,high,0.18,0.62,low,medium,medium
user_357,success,"ballad, dance, acoustic, indie",artist_o,,medium,medium,low,0.41,0.13,low,medium,high
user_358,success,"ballad, indie, pop, acoustic","artist_s, artist_e","soft, energetic",fast,medium,low,0.47,0.47,low,medium,low
user_359,success,"ballad, rnb",artist_b,"calm, soft",slow,low,low,0.25,0.03,low,high,medium
user_360,success,"dance, pop",,"night, calm",medium,low,low,0.69,0.25,medium,low,high
user_361,success,"indie, rnb, dance",artist_j,calm,fast,medium,medium,0.56,0.21,medium,low,medium
user_362,success,"ballad, acoustic, dance, indie","artist_w, artist_f","calm, soft, night",fast,high,high,0.97,0.06,high,low,low
user_363,success,indie,,"energetic, night",fast,medium,high,0.71,0.17,medium,high,medium
user_364,success,"rnb, dance, ballad",,"night, bright, soft",medium,low,medium,0.48,0.16,low,high,low
user_365,success,"dance, acoustic, pop, indie","artist_j, artist_v, artist_z",,medium,medium,high,0.42,0.44,low,low,low
user_366,success,ballad,"artist_z, artist_y, artist_t",energetic,fast,medium,low,0,0.93,high,high,high
user_367,success,"dance, indie, rnb, acoustic","artist_o, artist_p","energetic, bright",medium,high,medium,0.85,0.17,medium,high,high
user_368,success,indie,"artist_w, artist_b",bright,fast,low,medium,0.44,0.08,medium,high,low
user_369,success,,,"soft, calm",fast,low,high,0.53,0.84,low,low,medium
user_370,success,"ballad, acoustic, rnb, indie",artist_f,"energetic, night, calm",slow,low,high,0.1,0.06,high,high,high
user_371,success,"indie, ballad, acoustic","artist_z, artist_k",,slow,low,medium,0.29,0.81,medium,medium,high
user_372,success,,"artist_f, artist_c",energetic,fast,medium,medium,0.28,0.51,high,low,high
user_373,success,"ballad, rnb","artist_s, artist_f","soft, bright",medium,medium,medium,0.73,0.11,low,high,low
user_374,success,,"artist_n, artist_x, artist_w",,medium,low,low,0.86,0.16,low,high,low
user_375,success,,"artist_x, artist_g, artist_j",,slow,low,medium,0.9,0.02,medium,medium,medium
user_376,success,"pop, indie",artist_k,soft,fast,high,medium,0.76,0.25,low,low,high
user_377,success,"indie, pop","artist_c, artist_b, artist_l",soft,fast,medium,medium,0.15,0.11,high,medium,medium
user_378,success,"rnb, indie",artist_y,"bright, calm",medium,high,medium,0.54,0.29,medium,low,low
user_379,success,acoustic,artist_l,"soft, night",medium,low,low,0.54,0.59,low,medium,low
user_380,success,"pop, ballad, rnb, dance",,calm,medium,low,high,0.26,0.08,low,high,medium
user_381,success,"acoustic, pop, rnb","artist_w, artist_u",soft,fast,low,low,0.51,0.84,high,low,low
user_382,success,"dance, rnb, acoustic, pop","artist_i, artist_d, artist_b","bright, night",slow,high,medium,0.85,0.19,medium,medium,high
user_383,success,"rnb, indie, pop","artist_u, artist_d, artist_y","soft, calm",medium,medium,high,0.2,0.67,low,low,high
user_384,success,,,"bright, energetic",medium,medium,medium,0.02,0.37,medium,low,high
user_385,success,pop,"artist_r, artist_l, artist_g",night,medium,high,high,0.12,0.04,high,low,low
user_386,success,,"artist_z, artist_t, artist_n","night, bright, soft",medium,high,medium,0.91,0.98,low,low,medium
user_387,success,"rnb, dance, pop, acoustic","artist_q, artist_f, artist_w","energetic, soft",slow,low,low,0.72,0.18,medium,medium,medium
user_388,success,"pop, dance",,soft,fast,high,low,0.93,0.24,low,low,low
user_389,success,"dance, ballad","artist_j, artist_f, artist_t",,medium,low,high,0.09,0.78,high,medium,medium
user_390,success,"ballad, pop","artist_f, artist_q",bright,slow,low,low,0.63,0.53,low,high,medium
user_391,success,"dance, rnb, ballad",,"soft, energetic, night",medium,high,high,0.64,0.72,medium,low,low
user_392,success,,"artist_l, artist_x","night, bright, calm",medium,medium,high,0.78,0.67,low,medium,high
user_393,success,"rnb, pop, acoustic",artist_a,"energetic, calm",fast,low,high,0.82,0.72,medium,high,medium
user_394,success,"ballad, acoustic, indie, dance",artist_o,bright,slow,low,medium,0.65,0.39,low,medium,high
user_395,success,dance,,"calm, night",medium,high,medium,1,0.15,high,low,low
user_396,success,"dance, indie","artist_y, artist_o, artist_g","night, soft",slow,high,medium,0.64,0.28,high,low,high
user_397,success,indie,,"soft, energetic",slow,low,medium,0.15,0.81,high,medium,medium
user_398,success,indie,"artist_n, artist_s",,fast,medium,medium,0.35,0.2,low,low,medium
user_399,success,"indie, pop","artist_h, artist_p",bright,medium,high,medium,0.87,0.5,low,high,low
user_400,success,,"artist_t, artist_u, artist_h",night,slow,medium,high,0.15,0.09,medium,low,low
user_401,success,,"artist_h, artist_j, artist_y","calm, soft",fast,low,medium,0.05,0.08,low,medium,high
user_402,success,"dance, rnb, pop, indie","artist_p, artist_t","energetic, night",slow,high,high,0.17,0.62,high,high,low
user_403,success,"rnb, pop, ballad, indie","artist_y, artist_k, artist_d","bright, energetic",medium,medium,high,0.34,0.21,low,medium,medium
user_404,success,"pop, rnb, indie, ballad","artist_g, artist_w",bright,medium,medium,low,0.64,0.03,high,medium,high
user_405,success,rnb,artist_e,"energetic, calm, bright",medium,high,medium,0.16,0.51,high,high,high
user_406,success,,artist_o,"energetic, night",fast,medium,medium,0.87,0.23,high,low,low
user_407,success,dance,"artist_g, artist_k, artist_t","soft, energetic",slow,low,high,0.75,0.55,medium,medium,high
user_408,success,"indie, acoustic",artist_b,,slow,high,medium,0.31,0.06,low,low,high
user_409,success,,,,fast,low,medium,0.27,0.35,high,medium,medium
user_410,success,"indie, dance, acoustic, pop",,"bright, calm, soft",slow,low,high,0.23,0.15,medium,medium,low
user_411,success,dance,artist_y,"bright, calm, soft",medium,high,high,0.33,0.01,low,medium,low
user_412,success,,"artist_n, artist_o",bright,medium,medium,low,0.43,0.38,high,medium,high
user_413,success,rnb,,"calm, bright, energetic",fast,medium,low,0.91,0.88,medium,low,low
user_414,success,,"artist_a, artist_w","night, energetic",medium,low,low,0.78,0.21,medium,high,medium
user_415,success,"rnb, indie, pop",artist_r,energetic,fast,medium,medium,0.01,0.3,high,high,medium
user_416,success,dance,artist_h,,fast,medium,low,0.64,0.85,medium,low,medium
user_417,success,"pop, indie, ballad",,"soft, bright",medium,low,medium,0.71,0.34,medium,low,medium
user_418,success,,"artist_d, artist_k",bright,slow,high,high,0.28,0.78,medium,medium,high
user_419,success,"dance, rnb, ballad, indie",artist_t,"energetic, calm",medium,low,high,1,0.62,high,low,medium
user_420,success,"rnb, acoustic, dance","artist_w, artist_y",energetic,medium,low,medium,0.85,0.98,high,low,high
user_421,success,indie,artist_b,,slow,medium,medium,0.87,0.11,medium,medium,medium
user_422,success,acoustic,"artist_l, artist_w, artist_p","soft, energetic, calm",medium,low,medium,0.71,0.67,high,medium,medium
user_423,success,"acoustic, dance, pop, indie",,"night, calm",fast,high,high,0.19,0.14,low,medium,high
user_424,success,ballad,,,medium,high,low,0.42,0.33,medium,low,medium
user_425,success,,"artist_v, artist_s, artist_q",night,fast,high,medium,0.06,0.85,low,high,medium
user_426,success,,,,fast,high,low,0.66,0.02,high,medium,medium
user_427,success,rnb,"artist_h, artist_z, artist_x","energetic, calm",medium,low,high,0.71,0.88,low,low,high
user_428,success,"acoustic, indie, dance","artist_n, artist_i","bright, calm",medium,medium,medium,0.8,0.49,medium,low,medium
user_429,success,"dance, ballad, rnb, pop","artist_k, artist_r, artist_f","energetic, night, soft",fast,low,low,0.42,0.35,high,medium,low
user_430,success,,artist_g,"bright, soft",medium,low,medium,0.06,0.71,medium,high,medium
user_431,success,pop,,"energetic, calm, night",medium,medium,high,0.97,0.66,medium,medium,low
user_432,success,pop,,,slow,medium,high,0.03,0.72,low,low,high
user_433,success,,"artist_c, artist_z",energetic,medium,medium,medium,0.54,0.62,medium,medium,low
user_434,success,"pop, acoustic",,"bright, night",fast,high,low,0.93,0.06,high,medium,medium
user_435,success,acoustic,"artist_j, artist_u",,slow,medium,low,0.78,0.95,low,medium,high
user_436,success,"indie, ballad",,"soft, calm",fast,low,low,0.73,0.22,medium,high,low
user_437,success,,"artist_w, artist_z","calm, soft, night",slow,high,high,0.04,0.62,high,low,medium
user_438,success,ballad,,soft,slow,medium,low,0.61,0.27,high,high,low
user_439,success,,"artist_t, artist_o",calm,medium,high,low,0.93,0.01,high,medium,high
user_440,success,"acoustic, dance, pop",,,medium,low,medium,0.25,0.6,low,medium,low
user_441,success,"pop, dance, indie, acoustic","artist_i, artist_z","calm, bright, energetic",fast,high,medium,0.81,0.21,medium,low,high
user_442,success,"dance, ballad",artist_e,,medium,medium,low,0.18,0.34,low,low,high
user_443,success,ballad,"artist_l, artist_s",energetic,fast,medium,high,0.6,0.1,low,medium,high
user_444,success,indie,"artist_i, artist_w, artist_y",,fast,high,medium,0.7,0.1,low,low,low
